,type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates,elevation
133,Feature,pr2020001239,1.7,"4km SSE of Guanica, Puerto Rico",1577903781710,1578270750143,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001239,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001239&format=geojson,,,,,reviewed,0,44,pr,2020001239,",pr2020001239,",",pr,",",geoserve,origin,phase-data,",4.0,0.041,0.07,262.0,md,earthquake,"M 1.7 - 4km SSE of Guanica, Puerto Rico",Point,"[-66.8945, 17.9371, 6]",0
134,Feature,pr2020001237,1.67,"3km SE of Guanica, Puerto Rico",1577903746320,1578270737295,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001237,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001237&format=geojson,,,,,reviewed,0,43,pr,2020001237,",pr2020001237,",",pr,",",geoserve,origin,phase-data,",3.0,0.0281,0.08,276.0,md,earthquake,"M 1.7 - 3km SE of Guanica, Puerto Rico",Point,"[-66.8808, 17.947, 7]",0
135,Feature,pr2020001236,2.18,"6km SSE of Guanica, Puerto Rico",1577903432790,1578270716471,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001236,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001236&format=geojson,,,,,reviewed,0,73,pr,2020001236,",pr2020001236,",",pr,",",geoserve,origin,phase-data,",5.0,0.063,0.14,275.0,md,earthquake,"M 2.2 - 6km SSE of Guanica, Puerto Rico",Point,"[-66.8946, 17.914, 6]",0
136,Feature,nn00714386,0.7,"5km SW of Cold Springs, Nevada",1577903308892,1577930867094,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00714386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00714386&format=geojson,,,,,reviewed,0,8,nn,00714386,",nn00714386,",",nn,",",geoserve,origin,phase-data,",4.0,0.064,0.0739,169.84,ml,earthquake,"M 0.7 - 5km SW of Cold Springs, Nevada",Point,"[-120.0279, 39.6455, 6.1]",1795
137,Feature,ak0201yecz9,1.4,"78km SSW of Kobuk, Alaska",1577903071257,1578698458226,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201yecz9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201yecz9&format=geojson,,,,,reviewed,0,30,ak,0201yecz9,",ak0201yecz9,",",ak,",",geoserve,origin,phase-data,",,,0.49,,ml,earthquake,"M 1.4 - 78km SSW of Kobuk, Alaska",Point,"[-157.6066, 66.2644, 1.1]",491
138,Feature,pr2020001234,1.79,"6km SW of Guanica, Puerto Rico",1577902326490,1578270696455,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001234,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001234&format=geojson,,,,,reviewed,0,49,pr,2020001234,",pr2020001234,",",pr,",",geoserve,origin,phase-data,",3.0,0.1119,0.05,324.0,md,earthquake,"M 1.8 - 6km SW of Guanica, Puerto Rico",Point,"[-66.9423, 17.9233, 7]",0
139,Feature,us70006t7e,5.1,"195km WNW of Attu Station, Alaska",1577902211727,1584369615040,660,https://earthquake.usgs.gov/earthquakes/eventpage/us70006t7e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006t7e&format=geojson,,,,,reviewed,1,400,us,70006t7e,",at00q3fx53,ak0201yc6h1,us70006t7e,",",at,ak,us,",",geoserve,impact-link,moment-tensor,origin,phase-data,",,2.323,0.63,78.0,mww,earthquake,"M 5.1 - 195km WNW of Attu Station, Alaska",Point,"[170.3548, 53.2522, 10]",0
140,Feature,ci39020031,0.82,"18km E of Little Lake, CA",1577902199130,1577902950863,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39020031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39020031&format=geojson,,,,,reviewed,0,10,ci,39020031,",ci39020031,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",7.0,0.04949,0.06,85.0,ml,earthquake,"M 0.8 - 18km E of Little Lake, CA",Point,"[-117.703, 35.9228333, 9.9]",1495
141,Feature,pr2020001233,2.48,"100km NW of San Antonio, Puerto Rico",1577902131610,1578270673327,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001233,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001233&format=geojson,,,,,reviewed,0,95,pr,2020001233,",pr2020001233,",",pr,",",geoserve,origin,phase-data,",5.0,0.8482,0.31,343.0,md,earthquake,"M 2.5 - 100km NW of San Antonio, Puerto Rico",Point,"[-67.682, 19.208, 31]",0
142,Feature,us70006t75,2.8,"28km SSW of O'Neill, Nebraska",1577902084678,1579651832004,-360,https://earthquake.usgs.gov/earthquakes/eventpage/us70006t75,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006t75&format=geojson,18.0,3.1,,,reviewed,0,126,us,70006t75,",us70006t75,",",us,",",dyfi,geoserve,origin,phase-data,",,0.807,1.09,54.0,mb_lg,earthquake,"M 2.8 - 28km SSW of O'Neill, Nebraska",Point,"[-98.7233, 42.2061, 9.81]",649
143,Feature,ci39020023,1.11,"10km NE of Coso Junction, CA",1577902069570,1577902993771,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39020023,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39020023&format=geojson,,,,,reviewed,0,19,ci,39020023,",ci39020023,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",14.0,0.01622,0.13,81.0,ml,earthquake,"M 1.1 - 10km NE of Coso Junction, CA",Point,"[-117.8541667, 36.1013333, 3.11]",1667
144,Feature,ci39020015,1.36,"20km ENE of Little Lake, CA",1577901866210,1577903058250,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39020015,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39020015&format=geojson,,,,,reviewed,0,28,ci,39020015,",ci39020015,",",ci,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",17.0,0.05288,0.14,56.0,ml,earthquake,"M 1.4 - 20km ENE of Little Lake, CA",Point,"[-117.7056667, 36.0036667, 2.68]",1571
145,Feature,ci39020007,0.82,"12km SW of Searles Valley, CA",1577901835430,1577903033802,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39020007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39020007&format=geojson,,,,,reviewed,0,10,ci,39020007,",ci39020007,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",14.0,0.08709,0.16,118.0,ml,earthquake,"M 0.8 - 12km SW of Searles Valley, CA",Point,"[-117.501, 35.6893333, 5.61]",1125
146,Feature,ak0201y9evo,0.8,"18km ENE of Healy, Alaska",1577901683087,1578698457268,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201y9evo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201y9evo&format=geojson,,,,,reviewed,0,10,ak,0201y9evo,",ak0201y9evo,",",ak,",",geoserve,origin,phase-data,",,,0.82,,ml,earthquake,"M 0.8 - 18km ENE of Healy, Alaska",Point,"[-148.6093, 63.9109, 6.6]",1001
147,Feature,pr2020001229,2.3,"76km ENE of Punta Cana, Dominican Republic",1577901433770,1578258409328,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001229,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001229&format=geojson,,,,,reviewed,0,81,pr,2020001229,",pr2020001229,",",pr,",",geoserve,origin,phase-data,",5.0,0.6114,0.16,328.0,md,earthquake,"M 2.3 - 76km ENE of Punta Cana, Dominican Republic",Point,"[-67.7741, 18.92, 30]",0
148,Feature,ci39019999,1.59,"25km N of Trona, CA",1577900850940,1577903053804,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019999&format=geojson,,,,,reviewed,0,39,ci,39019999,",ci39019999,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",18.0,0.1051,0.25,74.0,ml,earthquake,"M 1.6 - 25km N of Trona, CA",Point,"[-117.3301667, 35.9891667, 0.84]",1329
149,Feature,pr2020001227,1.74,"13km SSE of Guanica, Puerto Rico",1577900809430,1578258387321,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001227,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001227&format=geojson,,,,,reviewed,0,47,pr,2020001227,",pr2020001227,",",pr,",",geoserve,origin,phase-data,",5.0,0.1136,0.11,290.0,md,earthquake,"M 1.7 - 13km SSE of Guanica, Puerto Rico",Point,"[-66.8551, 17.8641, 6]",0
150,Feature,pr2020001226,1.65,"5km SSW of Guanica, Puerto Rico",1577900368870,1578258370553,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001226,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001226&format=geojson,,,,,reviewed,0,42,pr,2020001226,",pr2020001226,",",pr,",",geoserve,origin,phase-data,",3.0,0.1297,0.08,324.0,md,earthquake,"M 1.7 - 5km SSW of Guanica, Puerto Rico",Point,"[-66.9233, 17.9225, 7]",0
151,Feature,us700070te,4.1,"83km S of Pirgos, Greece",1577900239599,1580310890040,120,https://earthquake.usgs.gov/earthquakes/eventpage/us700070te,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us700070te&format=geojson,,,,,reviewed,0,259,us,700070te,",us700070te,",",us,",",geoserve,origin,phase-data,",,1.041,0.93,64.0,mb,earthquake,"M 4.1 - 83km S of Pirgos, Greece",Point,"[25.0675, 34.2543, 10]",0
152,Feature,ci39019991,0.92,"20km NNE of Ridgecrest, CA",1577900212510,1577900424021,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019991&format=geojson,,,,,automatic,0,13,ci,39019991,",ci39019991,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",16.0,0.0307,0.17,68.0,ml,earthquake,"M 0.9 - 20km NNE of Ridgecrest, CA",Point,"[-117.6298333, 35.7998333, 5.72]",1328
153,Feature,pr2020001223,1.48,"4km SSE of Guanica, Puerto Rico",1577899943680,1578258353761,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001223&format=geojson,,,,,reviewed,0,34,pr,2020001223,",pr2020001223,",",pr,",",geoserve,origin,phase-data,",4.0,0.0423,0.06,274.0,md,earthquake,"M 1.5 - 4km SSE of Guanica, Puerto Rico",Point,"[-66.8871, 17.9335, 5]",0
154,Feature,pr2020001222,0.84,"0km NNE of Maria Antonia, Puerto Rico",1577899619720,1578258338777,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001222,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001222&format=geojson,,,,,reviewed,0,11,pr,2020001222,",pr2020001222,",",pr,",",geoserve,origin,phase-data,",3.0,0.0107,0.02,221.0,md,earthquake,"M 0.8 - 0km NNE of Maria Antonia, Puerto Rico",Point,"[-66.8863, 17.9831, 6]",0
155,Feature,ci39019975,2.24,"25km NNE of Trona, CA",1577899385770,1578008783642,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019975,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019975&format=geojson,,,,,reviewed,0,77,ci,39019975,",ci39019975,",",ci,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",34.0,0.1017,0.18,54.0,ml,earthquake,"M 2.2 - 25km NNE of Trona, CA",Point,"[-117.3228333, 35.9876667, 1.95]",1325
156,Feature,pr2020001221,1.83,"8km S of Indios, Puerto Rico",1577899359130,1578258323913,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001221,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001221&format=geojson,,,,,reviewed,0,52,pr,2020001221,",pr2020001221,",",pr,",",geoserve,origin,phase-data,",6.0,0.0907,0.15,229.0,md,earthquake,"M 1.8 - 8km S of Indios, Puerto Rico",Point,"[-66.8121, 17.914, 6]",0
157,Feature,pr2020001235,1.47,"4km S of Guanica, Puerto Rico",1577899150340,1578268423962,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001235,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001235&format=geojson,,,,,reviewed,0,33,pr,2020001235,",pr2020001235,",",pr,",",geoserve,origin,phase-data,",5.0,0.0531,0.29,255.0,md,earthquake,"M 1.5 - 4km S of Guanica, Puerto Rico",Point,"[-66.909, 17.9311, 5]",0
158,Feature,hv71313117,2.03,"4km ENE of Pahala, Hawaii",1577899114160,1577899314860,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv71313117,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71313117&format=geojson,,,,,automatic,0,63,hv,71313117,",hv71313117,",",hv,",",geoserve,origin,phase-data,",45.0,0.04038,0.11,183.0,md,earthquake,"M 2.0 - 4km ENE of Pahala, Hawaii",Point,"[-155.4369965, 19.2220001, 35.24]",604
159,Feature,pr2020001232,2.06,"5km S of Guanica, Puerto Rico",1577899063850,1578268404746,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001232,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001232&format=geojson,,,,,reviewed,0,65,pr,2020001232,",pr2020001232,",",pr,",",geoserve,origin,phase-data,",8.0,0.0601,0.14,225.0,md,earthquake,"M 2.1 - 5km S of Guanica, Puerto Rico",Point,"[-66.9055, 17.9211, 6]",0
160,Feature,ci39019967,1.51,"11km NNW of Montecito, CA",1577899058460,1578073121829,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019967&format=geojson,,,,,reviewed,0,35,ci,39019967,",ci39019967,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",20.0,0.08673,0.2,50.0,ml,earthquake,"M 1.5 - 11km NNW of Montecito, CA",Point,"[-119.686, 34.5243333, 4.9]",251
161,Feature,pr2020001231,2.26,"7km S of Guanica, Puerto Rico",1577899020640,1578268381947,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001231,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001231&format=geojson,,,,,reviewed,0,79,pr,2020001231,",pr2020001231,",",pr,",",geoserve,origin,phase-data,",7.0,0.0747,0.06,232.0,md,earthquake,"M 2.3 - 7km S of Guanica, Puerto Rico",Point,"[-66.9063, 17.9055, 6]",0
162,Feature,ak0201xqsni,2.2,"11km W of Amatignak Island, Alaska",1577898878336,1578698297857,-600,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201xqsni,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201xqsni&format=geojson,,,,,reviewed,0,74,ak,0201xqsni,",ak0201xqsni,",",ak,",",geoserve,origin,phase-data,",,,0.47,,ml,earthquake,"M 2.2 - 11km W of Amatignak Island, Alaska",Point,"[-179.2752, 51.2634, 17.7]",-1
163,Feature,uu60355942,1.31,"2km NNE of Summit Park, Utah",1577898462130,1577980356260,-420,https://earthquake.usgs.gov/earthquakes/eventpage/uu60355942,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60355942&format=geojson,,,,,reviewed,0,26,uu,60355942,",uu60355942,",",uu,",",geoserve,origin,phase-data,",15.0,0.1368,0.1,80.0,md,earthquake,"M 1.3 - 2km NNE of Summit Park, Utah",Point,"[-111.601, 40.769, 10.3]",2069
164,Feature,pr2020001230,1.66,"8km S of Guanica, Puerto Rico",1577898437770,1578268368731,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001230,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001230&format=geojson,,,,,reviewed,0,42,pr,2020001230,",pr2020001230,",",pr,",",geoserve,origin,phase-data,",5.0,0.0897,0.16,275.0,md,earthquake,"M 1.7 - 8km S of Guanica, Puerto Rico",Point,"[-66.9221, 17.8963, 8]",0
165,Feature,ci39019959,1.61,"26km NNE of Trona, CA",1577898420730,1577903104826,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019959&format=geojson,,,,,reviewed,0,40,ci,39019959,",ci39019959,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",22.0,0.1035,0.19,69.0,ml,earthquake,"M 1.6 - 26km NNE of Trona, CA",Point,"[-117.3206667, 35.9901667, 1.19]",1326
166,Feature,pr2020001228,1.88,"7km S of Guanica, Puerto Rico",1577898338600,1578268351579,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001228,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001228&format=geojson,,,,,reviewed,0,54,pr,2020001228,",pr2020001228,",",pr,",",geoserve,origin,phase-data,",9.0,0.0759,0.18,232.0,md,earthquake,"M 1.9 - 7km S of Guanica, Puerto Rico",Point,"[-66.9138, 17.9076, 5]",0
167,Feature,pr2020001016,2.68,"10km SE of Guanica, Puerto Rico",1577898246750,1579651738040,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001016&format=geojson,1.0,2.2,,,reviewed,0,111,pr,2020001016,",pr2020001016,us70006t6z,",",pr,us,",",dyfi,geoserve,origin,phase-data,",14.0,0.0461,0.31,209.0,md,earthquake,"M 2.7 - 10km SE of Guanica, Puerto Rico",Point,"[-66.8693, 17.9301, 5]",0
168,Feature,pr2020001225,2.32,"39km NW of San Antonio, Puerto Rico",1577898128670,1578268325590,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001225,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001225&format=geojson,,,,,reviewed,0,83,pr,2020001225,",pr2020001225,",",pr,",",geoserve,origin,phase-data,",6.0,0.3762,0.08,287.0,md,earthquake,"M 2.3 - 39km NW of San Antonio, Puerto Rico",Point,"[-67.3561, 18.7531, 9]",2
169,Feature,pr2020001224,1.85,"4km S of Guanica, Puerto Rico",1577897935670,1578268310387,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001224,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001224&format=geojson,,,,,reviewed,0,53,pr,2020001224,",pr2020001224,",",pr,",",geoserve,origin,phase-data,",7.0,0.0491,0.09,218.0,md,earthquake,"M 1.9 - 4km S of Guanica, Puerto Rico",Point,"[-66.9, 17.9306, 5]",0
170,Feature,hv71313092,1.72,"15km ESE of Volcano, Hawaii",1577897572740,1577897911730,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv71313092,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71313092&format=geojson,,,,,automatic,0,46,hv,71313092,",hv71313092,",",hv,",",geoserve,origin,phase-data,",41.0,0.03221,0.24,141.0,ml,earthquake,"M 1.7 - 15km ESE of Volcano, Hawaii",Point,"[-155.110672, 19.3528328, 4.18]",464
171,Feature,us70006t6h,5.0,"42km SSW of Coquimbo, Chile",1577897492285,1579223792859,-240,https://earthquake.usgs.gov/earthquakes/eventpage/us70006t6h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006t6h&format=geojson,10.0,4.1,,,reviewed,0,389,us,70006t6h,",us70006t6h,",",us,",",dyfi,geoserve,moment-tensor,origin,phase-data,",,0.392,0.72,117.0,mwr,earthquake,"M 5.0 - 42km SSW of Coquimbo, Chile",Point,"[-71.5582, -30.2857, 40.88]",166
172,Feature,ci39019943,0.86,"19km ESE of Little Lake, CA",1577897375580,1577903095112,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019943&format=geojson,,,,,reviewed,0,11,ci,39019943,",ci39019943,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",14.0,0.08363,0.16,70.0,ml,earthquake,"M 0.9 - 19km ESE of Little Lake, CA",Point,"[-117.7043333, 35.8765, 6.83]",1454
173,Feature,pr2020001220,1.87,"3km SSW of Indios, Puerto Rico",1577897212970,1578268281907,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001220,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001220&format=geojson,,,,,reviewed,0,54,pr,2020001220,",pr2020001220,",",pr,",",geoserve,origin,phase-data,",6.0,0.046,0.21,203.0,md,earthquake,"M 1.9 - 3km SSW of Indios, Puerto Rico",Point,"[-66.8348, 17.963, 8]",0
174,Feature,pr2020001017,2.33,"9km S of Indios, Puerto Rico",1577897081960,1577902444830,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001017,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001017&format=geojson,,,,,reviewed,0,84,pr,2020001017,",pr2020001017,",",pr,",",geoserve,origin,phase-data,",14.0,0.0868,0.08,216.0,md,earthquake,"M 2.3 - 9km S of Indios, Puerto Rico",Point,"[-66.8283, 17.9048, 7]",0
175,Feature,us70006xzw,3.8,"67km NW of Sand Point, Alaska",1577897011547,1579223109040,-540,https://earthquake.usgs.gov/earthquakes/eventpage/us70006xzw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006xzw&format=geojson,,,,,reviewed,0,222,us,70006xzw,",ak0201xbkft,us70006xzw,",",ak,us,",",geoserve,origin,phase-data,",,0.398,0.34,104.0,mb,earthquake,"M 3.8 - 67km NW of Sand Point, Alaska",Point,"[-161.3074, 55.7318, 149.71]",75
176,Feature,pr2020001219,1.69,"7km S of Guanica, Puerto Rico",1577896927500,1578249052518,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001219,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001219&format=geojson,,,,,reviewed,0,44,pr,2020001219,",pr2020001219,",",pr,",",geoserve,origin,phase-data,",6.0,0.0727,0.13,232.0,md,earthquake,"M 1.7 - 7km S of Guanica, Puerto Rico",Point,"[-66.8965, 17.9045, 7]",0
177,Feature,hv71313082,2.16,"10km ESE of Pahala, Hawaii",1577896866450,1577897203630,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv71313082,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71313082&format=geojson,,,,,automatic,0,72,hv,71313082,",hv71313082,",",hv,",",geoserve,origin,phase-data,",50.0,0.06623,0.21,178.0,ml,earthquake,"M 2.2 - 10km ESE of Pahala, Hawaii",Point,"[-155.3840027, 19.1721668, 31.97]",586
178,Feature,pr2020001218,1.33,"5km SSW of Guanica, Puerto Rico",1577896865530,1578249011678,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001218,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001218&format=geojson,,,,,reviewed,0,27,pr,2020001218,",pr2020001218,",",pr,",",geoserve,origin,phase-data,",3.0,0.1273,0.07,323.0,md,earthquake,"M 1.3 - 5km SSW of Guanica, Puerto Rico",Point,"[-66.9248, 17.9253, 3]",0
179,Feature,hv71313077,2.26,"6km SE of Pahala, Hawaii",1577896848800,1577897185610,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv71313077,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71313077&format=geojson,,,,,automatic,0,79,hv,71313077,",hv71313077,",",hv,",",geoserve,origin,phase-data,",24.0,0.1697,0.08,218.0,ml,earthquake,"M 2.3 - 6km SE of Pahala, Hawaii",Point,"[-155.4276733, 19.1674995, 36.25]",555
180,Feature,ci39019927,0.81,"1km WNW of Loma Linda, CA",1577896786620,1577897010482,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019927,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019927&format=geojson,,,,,automatic,0,10,ci,39019927,",ci39019927,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",28.0,0.1064,0.19,85.0,ml,earthquake,"M 0.8 - 1km WNW of Loma Linda, CA",Point,"[-117.2668333, 34.05, 14.74]",1071
181,Feature,pr2020001217,2.07,"2km SSE of Guanica, Puerto Rico",1577896716410,1578248990126,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001217,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001217&format=geojson,,,,,reviewed,0,66,pr,2020001217,",pr2020001217,",",pr,",",geoserve,origin,phase-data,",6.0,0.0334,0.26,208.0,md,earthquake,"M 2.1 - 2km SSE of Guanica, Puerto Rico",Point,"[-66.9015, 17.9503, 5]",0
182,Feature,pr2020001215,1.28,"8km SSW of Guanica, Puerto Rico",1577896571810,1578248972220,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001215,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001215&format=geojson,,,,,reviewed,0,25,pr,2020001215,",pr2020001215,",",pr,",",geoserve,origin,phase-data,",4.0,0.0951,0.09,262.0,md,earthquake,"M 1.3 - 8km SSW of Guanica, Puerto Rico",Point,"[-66.9436, 17.9051, 6]",0
183,Feature,us70006t6a,5.0,Southwest of Africa,1577896499178,1579222638040,60,https://earthquake.usgs.gov/earthquakes/eventpage/us70006t6a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006t6a&format=geojson,,,,,reviewed,0,385,us,70006t6a,",us70006t6a,",",us,",",geoserve,origin,phase-data,",,19.424,0.83,105.0,mb,earthquake,M 5.0 - Southwest of Africa,Point,"[9.5001, -53.0907, 10]",1
184,Feature,nn00714578,-0.3,"70km ENE of Beatty, Nevada",1577896391526,1578095819632,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00714578,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00714578&format=geojson,,,,,reviewed,0,0,nn,00714578,",nn00714578,",",nn,",",geoserve,origin,phase-data,",4.0,0.025,0.0047,159.13,ml,earthquake,"M -0.3 - 70km ENE of Beatty, Nevada",Point,"[-116.0162, 37.1343, 8.3]",1347
185,Feature,nc73322231,0.1,"10km ENE of Mammoth Lakes, CA",1577896375820,1577999882997,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73322231,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73322231&format=geojson,,,,,reviewed,0,0,nc,73322231,",nc73322231,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",7.0,0.03007,0.04,211.0,md,earthquake,"M 0.1 - 10km ENE of Mammoth Lakes, CA",Point,"[-118.8713333, 37.6753333, -1.75]",2204
186,Feature,ci39019919,1.52,"22km ESE of Little Lake, CA",1577896312540,1577903185710,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019919,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019919&format=geojson,,,,,reviewed,0,36,ci,39019919,",ci39019919,",",ci,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",24.0,0.08338,0.18,80.0,ml,earthquake,"M 1.5 - 22km ESE of Little Lake, CA",Point,"[-117.6858333, 35.8618333, 7.84]",1427
